# Belize transact 1, daytime
# file,device,device_direction,gunshot_direction,impulse_start,decay_start,tail_start,tail_end
# 013
58FBC5AF.wav,013,0,t,a,0.638,0.857,0.964,1.415
58FBC4EF.wav,013,0,t,t,2.214,2.503,2.911,3.180
58FBC5EF.wav,013,0,t,a,0.542,0.715,1.018,1.629
58FBDBAF.wav,013,200,t,t,0.417,0.549,0.647,0.822
58FBDBEF.wav,013,200,t,t,0.312,0.406,0.624,0.804
# 008
58FBC500.wav,008,0,a,a,1.542,1.916,2.203,2.401
58FBC540.wav,008,0,a,a,0.797,1.155,1.351,1.574
58FBC5C0.wav,008,0,a,t,0.841,1.119,1.335,1.551
58FBC580.wav,008,0,a,t,0.941,1.458,1.697,2.289
58FBC600.wav,008,0,a,t,1.137,1.665,1.907,2.230
58FBDB80.wav,008,200,a,t,1.465,1.622,1.816,2.157
58FBDC00.wav,008,200,a,a,0.403,0.522,0.731,0.900
# 004
58FBDB80.wav,004,24,a,t,0.503,0.834,1.052,1.385
58FBDC00.wav,004,24,a,a,1.474,1.579,2.191,2.271
58FBC540.wav,004,197,t,a,0.392,0.535,0.688,0.806
58FBC580.wav,004,197,t,a,0.447,0.529,0.658,0.920
58FBC5C0.wav,004,197,t,a,0.339,0.488,0.677,1.002
58FBC600.wav,004,197,t,a,0.875,1.009,1.187,1.519
58FBD380.wav,004,389,t,a,0.961,1.065,1.335,1.686
58FBD3C0.wav,004,389,t,a,0.476,0.531,0.736,1.050
# 003
58FBDB80.wav,003,24,a,a,0.442,0.683,0.813,1.132
58FBDC00.wav,003,24,a,t,0.647,0.813,1.011,1.308
58FBC500.wav,003,197,a,t,0.652,0.687,0.765,0.868
58FBC540.wav,003,197,a,t,0.779,0.843,0.970,1.228
58FBC580.wav,003,197,a,a,0.563,0.695,0.831,1.084
58FBC5C0.wav,003,197,a,a,0.257,0.360,0.476,0.638
58FBC600.wav,003,197,a,a,1.025,1.105,1.246,1.410
58FBD3C0.wav,003,389,t,t,0.611,0.670,0.993,1.164
58FBD380.wav,003,389,t,t,1.898,1.943,2.221,2.533
58FBD400.wav,003,389,t,a,0.957,0.996,1.230,1.442
# 006
58FBC540.wav,006,195,t,a,0.506,0.647,0.829,1.538
58FBC500.wav,006,195,t,a,1.105,1.244,1.401,1.699
58FBC580.wav,006,195,t,t,0.754,0.923,1.121,1.704
58FBC5C1.wav,006,195,t,t,0.442,0.476,0.620,1.137
58FBC600.wav,006,195,t,t,0.331,0.371,0.517,1.034
58FBDB80.wav,006,400,t,t,1.164,1.205,1.490,1.916
58FBDC00.wav,006,400,t,a,0.390,0.478,0.656,0.914
58FBD380.wav,006,780,t,t,1.064,1.116,1.203,1.330
58FBD3C0.wav,006,780,t,t,0.649,0.686,0.756,0.850
# 005
58FBC500.wav,005,195,a,a,0.524,0.686,0.991,1.816
58FBC540.wav,005,195,a,a,0.686,0.800,0.955,1.665
58FBC580.wav,005,195,a,t,0.212,0.339,0.736,1.310
58FBC5C0.wav,005,195,a,t,0.330,0.369,0.740,1.661
58FBC600.wav,005,195,a,t,0.485,0.513,0.674,1.453
58FBBD40.wav,005,394,t,a,0.355,0.431,0.642,0.989
58FBBD00.wav,005,394,t,t,0.146,0.180,0.403,0.752
58FBBCC0.wav,005,394,t,t,0.852,0.902,1.119,1.380
58FBBDC0.wav,005,394,t,a,1.458,1.613,1.891,2.132
58FBDB80.wav,005,394,a,t,1.447,1.517,1.634,1.904
58FBDC00.wav,005,394,a,a,0.931,1.153,1.288,1.508
58FBD380.wav,005,80,a,t,2.419,2.510,2.622,2.790
58FBD3C0.wav,005,780,a,t,0.765,0.825,1.007,1.134
58FBD400.wav,005,780,a,a,1.037,1.073,1.203,1.362
# 009
58FBD3DA.wav,009,188,t,a,0.735,0.765,1.228,1.526
58FBD39A.wav,009,188,t,a,0.822,0.846,1.092,1.549
58FBD49A.wav,009,188,t,a,0.802,0.866,1.301,1.663
58FBD45A.wav,009,188,a,a,1.050,1.196,1.374,1.770
58FBD4DA.wav,009,188,a,a,0.800,0.882,1.191,1.570
58FBC59A.wav,009,400,t,a,2.260,2.321,2.529,2.779
# 002
58FBD381.wav,002,188,t,t,0.832,0.872,1.048,1.526
58FBD3C1.wav,002,188,t,t,1.294,1.333,1.654,1.998
58FBD441.wav,002,188,t,a,0.403,0.501,0.763,1.237
58FBD401.wav,002,188,t,a,0.768,0.831,1.157,1.467
58FBD4C1.wav,002,188,t,a,0.847,0.945,1.287,1.592
58FBC581.wav,002,400,a,a,2.859,2.902,3.071,3.244
58FBC501.wav,002,400,a,t,0.544,0.620,0.711,0.952
58FBC541.wav,002,400,a,t,0.162,0.219,0.378,0.551
# 011
58FBBCC0.wav,011,201,a,t,0.501,0.531,0.613,0.991
58FBBD00.wav,011,201,a,t,0.448,0.485,0.695,0.841
58FBBD40.wav,011,201,a,t,0.509,0.526,0.625,0.787
58FBBD80.wav,011,201,a,a,0.248,0.383,0.551,0.720
58FBBDC0.wav,011,201,a,a,1.513,1.585,1.845,1.998
58FBBE00.wav,011,201,a,a,0.620,0.693,1.021,1.191
