# Belize transact 2, nighttime
# filename,loggerID,distance,deviceDir,gunDir,gunshotStart1,gunshotEnd1,gunshotStart2,gunshotEnd2,...
# 000
58FFF493.wav,000,212,a,t,36.809,38.449
# 002
58FFF794.wav,002,130,t,t,22.796,23.389
58FFFA53.wav,002,410,t,t,61.008,61.192
# 003
58FFFA52.wav,003,184,t,a,3.030,3.394
# 004
58FFF7D4.wav,004,130,a,t,22.213,22.623
58FFF794.wav,004,130,a,a,21.85,22.377
# 005
58FFFA52.wav,005,388,t,a,3.708,4.428
# 006
58FFF454.wav,006,353,t,t,54.062,54.900
58FFF794.wav,006,275,a,t,22.523,23.580
58FFFA54.wav,006,25,t,t,1.754,3.121,59.300,60.786
58FFFB54.wav,006,255,a,t,28.869,29.370
58FFFB94.wav,006,255,a,a,21.931,22.468
# 008
58FFF7D4.wav,008,275,t,a,22.769,23.698
58FFF454.wav,008,353,t,a,53.866,54.658
58FFF794.wav,008,275,t,t,22.368,23.370
58FFFA54.wav,008,25,a,t,1.544,2.765,59.091,60.503
58FFFB54.wav,008,255,t,t,28.678,29.006
58FFFB94.wav,008,255,t,a,21.767,22.108
# 011
58FFF7D3.wav,011,83,a,a,22.537,23.366
58FFFA53.wav,011,208,t,t,2.333,3.481,59.870,60.813
58FFFB53.wav,011,288,t,a,28.997,29.643
58FFFB93.wav,011,288,t,t,22.104,22.760
# 013
58FFF455.wav,013,470,a,a,52.431,52.795
58FFFA55.wav,013,182,a,a,0.160,0.688,57.701,58.426
# 017
58FFF793.wav,017,83,t,t,21.712,22.405
58FFFA53.wav,017,210,a,t,1.786,2.569,59.326,60.032
# 020
58FFFB53.wav,020,104,t,t,29.076,29.974
58FFFB93.wav,020,104,t,a,22.186,23.184
# 021
58FFF452.wav,021,294,t,t,55.164,55.649
58FFFA53.wav,021,172,t,a,3.339,4.068,60.899,61.624
