# Belize transact 1, daytime
# filename,loggerID,distance,deviceDir,gunDir,gunshotStart1,gunshotEnd1,gunshotStart2,gunshotEnd2,...
# 013
58FBC5AF.wav,013,0,t,a,27.033,27.767
58FBC4EF.wav,013,0,t,t,61.555,62.000
58FBC5EF.wav,013,0,t,a,50.914,51.529
58FBDBAF.wav,013,200,t,t,12.842,13.168
58FBDBEF.wav,013,200,t,t,22.883,23.212
# 008
58FBC500.wav,008,0,a,a,45.603,46.498
58FBC540.wav,008,0,a,a,47.556,48.251
58FBC5C0.wav,008,0,a,t,52.587,53.524
58FBC580.wav,008,0,a,t,60.866,61.508
58FBC600.wav,008,0,a,t,34.959,35.754
58FBDB80.wav,008,200,a,t,27.925,29.146
58FBDC00.wav,008,200,a,a,6.905,7.410
# 004
58FBDB80.wav,004,24,a,t,60.175,61.341
58FBDC00.wav,004,24,a,a,6.187,7.152
58FBC540.wav,004,197,t,a,47.895,48.360
58FBC580.wav,004,197,t,a,28.286,28.833
58FBC5C0.wav,004,197,t,a,52.936,53.775,11.458,12.090
58FBC600.wav,004,197,t,a,35.279,36.591
58FBD380.wav,004,389,t,a,60.230,60.817
58FBD3C0.wav,004,389,t,a,30.040,30.618
# 003
58FBDB80.wav,003,24,a,a,59.278,60.134
58FBDC00.wav,003,24,a,t,5.285,6.064
58FBC500.wav,003,197,a,t,45.078,45.461
58FBC540.wav,003,197,a,t,47.028,47.574
58FBC580.wav,003,197,a,a,27.420,27.867
58FBC5C0.wav,003,197,a,a,52.062,52.918,10.567,11.393
58FBC600.wav,003,197,a,a,34.445,35.033
58FBD3C0.wav,003,389,t,t,29.151,29.730
58FBD380.wav,003,389,t,t,59.346,59.975
58FBD400.wav,003,389,t,a,15.658,16.309
# 006
58FBC540.wav,006,195,t,a,47.369,48.417
58FBC500.wav,006,195,t,a,45.429,46.322
58FBC580.wav,006,195,t,t,27.762,28.910
58FBC5C1.wav,006,195,t,t,52.399,53.146,10.903,12.361
58FBC600.wav,006,195,t,t,34.769,35.753
58FBDB80.wav,006,400,t,t,60.717,61.455
58FBDC00.wav,006,400,t,a,6.729,7.266
58FBD380.wav,006,780,t,t,60.767,60.995
58FBD3C0.wav,006,780,t,t,30.573,30.769
# 005
58FBC600.wav,005,195,a,t,35.508,37.889
58FBBD40.wav,005,400,t,a,2.396,2.774
58FBBD00.wav,005,400,t,t,29.858,30.486
58FBBCC0.wav,005,400,t,t,52.490,53.027
58FBBDC0.wav,005,400,t,a,59.168,59.788
58FBD400.wav,005,780,a,a,17.803,18.141
# 009
58FBD3DA.wav,009,188,t,a,53.939,54.868,3.432,4.877
58FBD39A.wav,009,188,t,a,33.611,34.614
58FBD49A.wav,009,188,t,a,40.773,41.575
58FBD45A.wav,009,188,a,a,29.976,30.960
58FBD4DA.wav,009,188,a,a,34.878,35.716
58FBC59A.wav,009,400,t,a,2.834,3.362
# 002
58FBD381.wav,002,188,t,t,56.809,57.633
58FBD3C1.wav,002,188,t,t,26.632,27.589
58FBD441.wav,002,188,t,a,53.182,53.966
58FBD401.wav,002,188,t,a,13.125,14.063
58FBC581.wav,002,400,a,a,26.040,26.459
58FBC501.wav,002,400,a,t,43.707,44.098
58FBC541.wav,002,400,a,t,45.647,45.948
# 011
58FBBCC0.wav,011,201,a,t,51.128,51.629
58FBBD00.wav,011,201,a,t,28.482,28.910
58FBBD40.wav,011,201,a,t,1.021,1.399
58FBBD80.wav,011,201,a,a,54.185,54.759
58FBBDC0.wav,011,201,a,a,57.774,58.303
58FBBE00.wav,011,201,a,a,35.160,35.712
# No gunshots
# 006
58fbdbc0.wav,006,-1,-,-,-1,-1
58fbbd40.wav,006,-1,-,-,-1,-1
58fbbd00.wav,006,-1,-,-,-1,-1
58fbbdc0.wav,006,-1,-,-,-1,-1
58fbdb40.wav,006,-1,-,-,-1,-1
58fbd440.wav,006,-1,-,-,-1,-1
58fbd340.wav,006,-1,-,-,-1,-1
58fbd480.wav,006,-1,-,-,-1,-1
58fbbd80.wav,006,-1,-,-,-1,-1
58fbbcc0.wav,006,-1,-,-,-1,-1
58fbbe01.wav,006,-1,-,-,-1,-1
58fbd4c0.wav,006,-1,-,-,-1,-1
58fbbc80.wav,006,-1,-,-,-1,-1
58fbd500.wav,006,-1,-,-,-1,-1
58fbc4c0.wav,006,-1,-,-,-1,-1
58fbd400.wav,006,-1,-,-,-1,-1
# 003
58fbdbc0.wav,003,-1,-,-,-1,-1
58fbd501.wav,003,-1,-,-,-1,-1
58fbd340.wav,003,-1,-,-,-1,-1
58fbd440.wav,003,-1,-,-,-1,-1
58fbbdc0.wav,003,-1,-,-,-1,-1
58fbc4c0.wav,003,-1,-,-,-1,-1
58fbbcc0.wav,003,-1,-,-,-1,-1
58fbbc80.wav,003,-1,-,-,-1,-1
58fbdb40.wav,003,-1,-,-,-1,-1
58fbbd40.wav,003,-1,-,-,-1,-1
58fbbd00.wav,003,-1,-,-,-1,-1
58fbbe00.wav,003,-1,-,-,-1,-1
58fbbd80.wav,003,-1,-,-,-1,-1
58fbd4c0.wav,003,-1,-,-,-1,-1
58fbd480.wav,003,-1,-,-,-1,-1
# 013
58fbd32f.wav,013,-1,-,-,-1,-1
58fbd36f.wav,013,-1,-,-,-1,-1
58fbd4af.wav,013,-1,-,-,-1,-1
58fbbd2f.wav,013,-1,-,-,-1,-1
58fbbdef.wav,013,-1,-,-,-1,-1
58fbbcaf.wav,013,-1,-,-,-1,-1
58fbc62f.wav,013,-1,-,-,-1,-1
58fbd42f.wav,013,-1,-,-,-1,-1
58fbd3af.wav,013,-1,-,-,-1,-1
58fbd46f.wav,013,-1,-,-,-1,-1
58fbdc2f.wav,013,-1,-,-,-1,-1
58fbc56f.wav,013,-1,-,-,-1,-1
58fbbdaf.wav,013,-1,-,-,-1,-1
58fbc52f.wav,013,-1,-,-,-1,-1
58fbbcef.wav,013,-1,-,-,-1,-1
58fbbd6f.wav,013,-1,-,-,-1,-1
58fbc4af.wav,013,-1,-,-,-1,-1
58fbbe2f.wav,013,-1,-,-,-1,-1
58fbbc6f.wav,013,-1,-,-,-1,-1
58fbdb6f.wav,013,-1,-,-,-1,-1
58fbd52f.wav,013,-1,-,-,-1,-1
58fbd4ef.wav,013,-1,-,-,-1,-1
58fbd3ef.wav,013,-1,-,-,-1,-1
# 002
58fbbd01.wav,002,-1,-,-,-1,-1
58fbd481.wav,002,-1,-,-,-1,-1
58fbbd41.wav,002,-1,-,-,-1,-1
58fbbd81.wav,002,-1,-,-,-1,-1
58fbc601.wav,002,-1,-,-,-1,-1
58fbc5c1.wav,002,-1,-,-,-1,-1
58fbbdc1.wav,002,-1,-,-,-1,-1
58fbbc81.wav,002,-1,-,-,-1,-1
58fbbe01.wav,002,-1,-,-,-1,-1
58fbc4c1.wav,002,-1,-,-,-1,-1
58fbd341.wav,002,-1,-,-,-1,-1
58fbbcc1.wav,002,-1,-,-,-1,-1
58fbd501.wav,002,-1,-,-,-1,-1
# 004
58fbdbc0.wav,004,-1,-,-,-1,-1
58fbbcc0.wav,004,-1,-,-,-1,-1
58fbd4c0.wav,004,-1,-,-,-1,-1
58fbbc80.wav,004,-1,-,-,-1,-1
