# Belize transact 2, daytime
# file,device,device_direction,gunshot_direction,impulse_start,decay_start,tail_start,tail_end
# 004 C gun1
58FFB612.wav,004,201,t,a,0.752,0.925,1.151,1.384
58FFB652.wav,004,201,t,t,0.736,0.792,1.078,1.335
58FFB692.wav,004,201,t,a,0.330,0.383,0.712,0.922
# 004 C gun2
58FFB712.wav,004,201,t,a,0.562,0.632,0.922,1.181
58FFB752.wav,004,201,t,a,0.513,0.586,0.925,1.198
58FFB812.wav,004,201,t,t,0.765,0.819,1.105,1.181
58FFB852.wav,004,201,t,t,0.865,0.902,1.245,1.438
# 004 E gun2
58FFBD14.wav,004,361,a,a,3.138,3.162,3.183,3.193
# 004 B gun1
58FFC192.wav,004,554,a,t,0.353,0.383,0.406,0.473
58FFC212.wav,004,554,a,t,0.586,0.616,0.652,0.696
# 004 D gun2
58FFCE14.wav,004,593,a,t,1.328,1.606,1.822,2.226
58FFCE54.wav,004,593,a,a,0.611,0.909,1.103,1.538
# 002 C gun1
58FFB611.wav,002,201,a,a,0.413,0.606,0.812,0.982
58FFB651.wav,002,201,a,t,0.882,0.995,1.394,1.767
58FFB691.wav,002,201,a,t,1.408,1.464,1.767,1.983
# 002 C gun2
58FFB6D1.wav,002,201,a,a,0.459,0.549,0.709,1.075
58FFB711.wav,002,201,a,a,0.486,0.542,0.785,1.072
58FFB751.wav,002,201,a,a,0.666,0.716,1.002,1.388
58FFB811.wav,002,201,a,t,0.569,0.622,0.799,0.985
58FFB852.wav,002,201,a,t,0.712,0.759,1.028,1.315
# 002 E gun2
58FFBCD1.wav,002,361,t,a,0.567,0.661,0.834,1.007
58FFBD11.wav,002,361,t,a,0.756,0.827,1.027,1.212
# 002 B gun1
58FFC111.wav,002,554,t,t,2.210,2.246,2.293,2.249
58FFC151.wav,002,554,t,t,0.433,0.463,0.503,0.539
# 002 B gun2
58FFC192.wav,002,554,t,t,0.705,0.723,0.783,0.879
58FFC1D1.wav,002,554,t,t,0.834,0.860,0.919,1.015
58FFC211.wav,002,554,t,t,0.847,0.875,0.977,1.073
# 002 G gun2
58FFD091.wav,002,417,t,t,0.442,0.478,0.549,0.592
# 017 C gun2
58FFB812.wav,017,400,t,t,0.483,0.513,0.533,0.572
# 017 E gun2
58FFBCD2.wav,017,386,t,t,0.677,0.729,0.955,1.251
58FFBD12.wav,017,386,t,t,0.754,0.841,1.025,1.401
# 017 B gun1
58FFC092.wav,017,444,a,a,1.095,1.148,1.667,1.774
58FFC0D2.wav,017,444,a,a,1.178,1.238,1.461,1.854
58FFC112.wav,017,444,a,t,0.642,0.682,1.012,1.268
58FFC152.wav,017,444,a,t,0.679,0.716,1.015,1.201
# 017 B gun2
58FFC192.wav,017,444,a,t,0.636,0.666,1.005,1.231
58FFC1D2.wav,017,444,a,t,0.446,0.476,0.749,0.972
58FFC212.wav,017,444,a,t,0.459,0.496,0.795,0.998
58FFC252.wav,017,444,a,a,0.586,0.632,0.802,1.038
58FFC292.wav,017,444,a,a,0.849,0.889,1.112,1.332
58FFC2D2.wav,017,444,a,a,0.519,0.566,0.769,0.992
# 017 D gun2
58FFCE12.wav,017,394,a,t,0.494,0.531,0.667,0.838
58FFCE52.wav,017,394,a,a,0.738,0.811,0.929,1.059
# 017 G gun2
58FFD092.wav,017,275,a,t,0.201,0.232,0.317,0.435
# 011 C gun1
58FFB691.wav,011,400,a,t,0.339,0.373,0.765,1.950
# 011 C gun2
58FFB711.wav,011,400,a,a,0.486,0.629,0.772,1.088
58FFB751.wav,011,400,a,a,0.423,0.523,0.942,1.265
58FFB811.wav,011,400,a,t,0.672,0.716,2.050,2.519
58FFB851.wav,011,400,a,t,0.386,0.439,0.669,0.889
# 011 E gun2
58FFBCD1.wav,011,384,a,t,0.868,0.970,1.189,1.574
58FFBD11.wav,011,384,a,t,0.551,0.640,0.927,1.269
# 011 B gun1
58FFC092.wav,011,444,t,a,0.895,0.962,1.228,2.018
58FFC0D1.wav,011,444,t,a,0.988,1.062,1.354,2.052
58FFC111.wav,011,444,t,t,0.236,0.363,0.542,1.590
58FFC151.wav,011,444,t,t,0.649,0.812,1.098,1.980
# 011 B gun2
58FFC191.wav,011,444,t,t,0.652,0.835,1.255,2.157
58FFC1D1.wav,011,444,t,t,0.992,1.141,1.547,2.396
58FFC211.wav,011,444,t,t,0.313,0.509,0.679,1.537
58FFC251.wav,011,444,t,a,0.439,0.513,1.027,1.544
58FFC291.wav,011,444,t,a,0.429,0.503,0.790,1.485
58FFC2D1.wav,011,444,t,a,0.479,0.652,0.914,1.478
# 011 A gun1
58FFC851.wav,011,780,t,t,0.662,0.699,0.849,0.938
58FFC891.wav,011,780,t,t,0.353,0.393,0.496,0.636
# 011 A gun2
58FFC8D1.wav,011,780,t,a,2.722,2.822,2.942,3.092
58FFC911.wav,011,780,t,a,0.466,0.572,0.679,0.769
58FFC951.wav,011,780,t,a,0.839,0.929,1.055,1.208
58FFC9D1.wav,011,780,t,t,0.865,0.932,1.025,1.145
